code;label-fr_FR;label-en_US;attributes;attribute_as_label;requirements-ecommerce;attribute_as_image;groups
base_product;Produits de base;base_product;sku,name,description,short_description,price,compare_at_price,weight,inventory_management,inventory_policy,vendor,product_type,tags,barcode,slug,taxable,fulfillment_service,expiry_date,allergen,advice,product_values,nutritional_values,ingredients,why_this_vendor,why_this_product,etiquettable_score,yuka_score,top_values,certification_label,ingredients_origin,made_in_country,is_bio,variant_weight_unit,image1,image2,image3;sku;sku,name,description,short_description,price,compare_at_price,weight,inventory_management,inventory_policy,vendor,product_type,tags,barcode,slug,taxable,fulfillment_service,expiry_date,allergen,advice,product_values,nutritional_values,ingredients,why_this_vendor,why_this_product,etiquettable_score,yuka_score,top_values,certification_label,ingredients_origin,made_in_country,is_bio,variant_weight_unit,image1,image2,image3;image1;marketing, logistics, finance
